partner,participant,gender,no_participants
IGD,farmers,male,11
IGD,NGO_EAs,male,1
MEDA,farmers,male,16
MEDA,farmers,male,14
MEDA,farmers,male,21
MEDA,farmers,male,24
MEDA,farmers,male,24
MEDA,farmers,male,25
MEDA,farmers,male,25
MEDA,farmers,male,21
MEDA,farmers,male,27
MEDA,farmers,male,35
MEDA,farmers,male,23
MEDA,farmers,male,24
MEDA,farmers,male,26
MEDA,farmers,male,24
MEDA,farmers,male,33
IITA,farmers,male,21
MEDA,farmers,male,26
MEDA,farmers,male,27
MEDA,farmers,male,27
MEDA,farmers,male,25
MEDA,farmers,male,25
MEDA,farmers,male,28
MEDA,farmers,male,25
MEDA,farmers,male,23
MEDA,farmers,male,13
TARI,farmers,male,19
TARI,government_EAs,male,2
TARI,government_staff,male,1
TARI,NGO_EAs,male,2
TARI,farmers,male,19
TARI,government_EAs,male,2
TARI,government_staff,male,1
TARI,NGO_EAs,male,2
CIA_GED,farmers,male,59
MEDA,farmers,male,10
MEDA,farmers,male,11
MEDA,farmers,male,6
MEDA,farmers,male,18
MEDA,farmers,male,23
MEDA,farmers,male,21
MEDA,farmers,male,15
MEDA,farmers,male,24
TACAPPA,farmers,male,191
TACAPPA,researchers,male,4
TACAPPA,NA,male,195
TACAPPA,NA,male,0
MEDA,farmers,male,24
MEDA,farmers,male,26
MEDA,farmers,male,19
MEDA,farmers,male,21
MEDA,farmers,male,19
MEDA,farmers,male,15
MEDA,farmers,male,17
MEDA,farmers,male,15
MEDA,farmers,male,10
MEDA,farmers,male,13
MEDA,farmers,male,16
MEDA,farmers,male,18
MEDA,farmers,male,19
IITA,farmers,male,7
IITA,others,male,65
Psaltry,farmers,male,48
Psaltry,private_EAs,male,1
IITA,farmers,male,37
TYEGD,farmers,male,9
TYEGD,farmers,male,15
TYEGD,farmers,male,17
TYEGD,farmers,male,7
TYEGD,farmers,male,8
TYEGD,farmers,male,8
TYEGD,farmers,male,7
TYEGD,farmers,male,11
TYEGD,farmers,male,15
Psaltry,farmers,male,17
Psaltry,private_EAs,male,2
TYEGD,farmers,male,15
TYEGD,farmers,male,18
TYEGD,farmers,male,15
TYEGD,farmers,male,16
TYEGD,farmers,male,19
OGADEP,farmers,male,9
OGADEP,private_EAs,male,1
OGADEP,NA,male,9
IGD,private_EAs,male,6
OGADEP,farmers,male,8
FUAM,farmers,male,9
OGADEP,farmers,male,14
OGADEP,private_EAs,male,0
Multifacet_Dynamic_Global_Ventures_Delta,farmers,male,23
MEDA,farmers,male,26
OGADEP,farmers,male,13
OGADEP,private_EAs,male,0
OYSCGA,farmers,male,58
OYSCGA,others,male,3
OYSCGA,farmers,male,30
OYSCGA,others,male,5
MEDA,farmers,male,27
CIA_GED,farmers,male,0
CIA_GED,farmers,male,0
Gemehaam_Bees_Limited,farmers,male,7
OYSCGA,farmers,male,18
OYSCGA,others,male,0
MEDA,farmers,male,28
OGADEP,farmers,male,15
Klick_Konnect_Networks_International,farmers,male,25
OGADEP,farmers,male,9
Musoma_District_Council,farmers,male,13
Musoma_District_Council,farmers,male,19
Musoma_District_Council,government_staff,male,3
Musoma_District_Council,farmers,male,11
MEDA,farmers,male,20
MEDA,farmers,male,31
OGADEP,farmers,male,10
OGADEP,government_EAs,male,4
OGADEP,government_staff,male,1
OGADEP,farmers,male,11
OGADEP,government_EAs,male,2
OGADEP,government_staff,male,1
MEDA,farmers,male,22
OYSCGA,farmers,male,17
Psaltry,farmers,male,31
OGADEP,government_EAs,male,3
OGADEP,farmers,male,2
OGADEP,farmers,male,4
OGADEP,government_EAs,male,7
OGADEP,government_staff,male,3
OGADEP,farmers,male,0
OGADEP,government_EAs,male,7
OGADEP,researchers,male,1
OGADEP,government_staff,male,3
OYSCGA,farmers,male,12
MEDA,farmers,male,24
CAVAII,farmers,male,2
CAVAII,government_EAs,male,2
OGADEP,farmers,male,9
OGADEP,government_EAs,male,2
OGADEP,farmers,male,5
OGADEP,government_EAs,male,2
Psaltry,others,male,48
Psaltry,NA,male,51
Kilimo_Joint,farmers,male,21
Kilimo_Joint,farmers,male,4
MEDA,farmers,male,26
MEDA,farmers,male,19
MEDA,farmers,male,31
IITA,farmers,male,25
IITA,government_EAs,male,1
IITA,farmers,male,127
IITA,government_EAs,male,1
IITA,farmers,male,4
IITA,farmers,male,2
IITA,farmers,male,0
Psaltry,farmers,male,58
OYSCGA,farmers,male,16
OYSCGA,NA,male,17
IITA,farmers,male,15
IITA,government_EAs,male,0
IITA,private_staff,male,3
IITA,farmers,male,15
IITA,government_EAs,male,0
IITA,private_staff,male,4
FCI,farmers,male,21
FCI,farmers,male,9
FCI,farmers,male,21
FCI,farmers,male,13
FCI,farmers,male,0
Kilimo_Joint,farmers,male,9
Kilimo_Joint,farmers,male,8
MEDA,farmers,male,27
MEDA,farmers,male,19
MEDA,farmers,male,23
MEDA,farmers,male,22
MEDA,farmers,male,24
MEDA,farmers,male,20
MEDA,farmers,male,24
MEDA,farmers,male,23
MEDA,farmers,male,21
MEDA,farmers,male,24
IITA,farmers,male,6
IITA,government_EAs,male,1
FCI,farmers,male,15
FCI,farmers,male,10
FCI,farmers,male,10
FCI,farmers,male,12
FCI,farmers,male,6
FCI,farmers,male,12
FCI,farmers,male,10
FCI,farmers,male,21
FCI,farmers,male,8
Psaltry,farmers,male,9
Psaltry,private_EAs,male,3
MEDA,farmers,male,23
MEDA,farmers,male,21
MEDA,farmers,male,23
MEDA,farmers,male,17
MEDA,farmers,male,23
MEDA,farmers,male,24
MEDA,farmers,male,23
MEDA,farmers,male,26
FUAM,farmers,male,17
MEDA,farmers,male,27
MEDA,farmers,male,14
MEDA,farmers,male,24
MEDA,farmers,male,23
MEDA,farmers,male,22
MEDA,farmers,male,35
MEDA,farmers,male,30
SG2000,farmers,male,24
SG2000,government_EAs,male,2
MEDA,farmers,male,19
MEDA,farmers,male,33
MEDA,farmers,male,25
MEDA,farmers,male,23
Multifacet_Dynamic_Global_Ventures_Delta,government_EAs,male,16
Multifacet_Dynamic_Global_Ventures_Delta,government_staff,male,16
MEDA,farmers,male,23
MEDA,farmers,male,23
MEDA,farmers,male,30
MEDA,farmers,male,25
MEDA,farmers,male,25
MEDA,farmers,male,24
MEDA,farmers,male,21
MEDA,farmers,male,24
MEDA,farmers,male,24
MEDA,farmers,male,23
MEDA,farmers,male,26
MEDA,farmers,male,35
Mtwara_District_Council,farmers,male,23
MEDA,farmers,male,4
Mtwara_District_Council,farmers,male,4
MEDA,farmers,male,27
MEDA,farmers,male,15
MEDA,farmers,male,15
MEDA,farmers,male,20
MEDA,farmers,male,23
MEDA,farmers,male,21
MEDA,farmers,male,26
MEDA,farmers,male,15
MEDA,farmers,male,23
MEDA,farmers,male,23
MEDA,farmers,male,15
MEDA,farmers,male,5
MEDA,farmers,male,8
MEDA,farmers,male,11
MEDA,farmers,male,16
MEDA,farmers,male,8
MEDA,farmers,male,13
MEDA,farmers,male,17
Eweko_Concept,farmers,male,17
MEDA,farmers,male,25
CAVAII,farmers,male,10
CAVAII,government_EAs,male,2
CAVAII,farmers,male,11
CAVAII,government_EAs,male,1
CAVAII,farmers,male,10
CAVAII,government_EAs,male,1
CAVAII,farmers,male,10
CAVAII,government_EAs,male,1
MEDA,farmers,male,15
MEDA,farmers,male,22
MEDA,farmers,male,26
MEDA,farmers,male,24
MEDA,farmers,male,26
MEDA,farmers,male,29
MEDA,farmers,male,17
JDPM,farmers,male,37
JDPM,NA,male,0
MEDA,farmers,male,9
MEDA,farmers,male,11
MEDA,farmers,male,14
MEDA,farmers,male,22
TYEGD,farmers,male,17
TYEGD,farmers,male,16
TYEGD,farmers,male,13
MEDA,farmers,male,26
TYEGD,farmers,male,16
TYEGD,farmers,male,16
TYEGD,farmers,male,8
MEDA,farmers,male,24
MEDA,farmers,male,21
MEDA,farmers,male,23
MEDA,farmers,male,21
MEDA,farmers,male,23
MEDA,farmers,male,23
FUAM,farmers,male,7
MEDA,farmers,male,22
MEDA,farmers,male,25
MEDA,farmers,male,28
MEDA,farmers,male,25
MEDA,farmers,male,33
TYEGD,farmers,male,18
MEDA,farmers,male,25
MEDA,farmers,male,21
TYEGD,farmers,male,23
MEDA,farmers,male,22
MEDA,farmers,male,26
MEDA,farmers,male,25
OYSCGA,farmers,male,21
OYSCGA,government_EAs,male,1
Mtwara_District_Council,farmers,male,3
Mtwara_District_Council,farmers,male,14
Mtwara_District_Council,farmers,male,0
FCI,farmers,male,12
FCI,farmers,male,7
FCI,farmers,male,18
TYEGD,farmers,male,19
FCI,farmers,male,4
FCI,farmers,male,8
FCI,farmers,male,12
FCI,farmers,male,13
TYEGD,farmers,male,16
TYEGD,farmers,male,20
TYEGD,farmers,male,19
Kilimo_Joint,farmers,male,20
Cedro_Royal,farmers,male,93
Cedro_Royal,farmers,male,69
CAPAFO,farmers,male,20
TYEGD,farmers,male,19
TYEGD,farmers,male,18
FCI,farmers,male,9
Psaltry,farmers,male,18
FCI,farmers,male,18
FCI,farmers,male,10
TYEGD,farmers,male,18
FCI,farmers,male,20
FCI,farmers,male,20
FCI,farmers,male,13
FCI,farmers,male,17
FCI,farmers,male,12
FCI,farmers,male,12
FCI,farmers,male,9
Afri_Farm_Sync,farmers,male,49
TYEGD,farmers,male,9
TYEGD,farmers,male,19
OSCD,farmers,male,14
OYSCGA,government_EAs,male,2
OYSCGA,farmers,male,119
TYEGD,farmers,male,15
FCI,farmers,male,11
FCI,farmers,male,8
FCI,farmers,male,5
TYEGD,farmers,male,16
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,15
FCI,farmers,male,1
AGRECO_Shift,farmers,male,31
FCI,farmers,male,6
FCI,farmers,male,13
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,19
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,15
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,46
Bagamoyo_District_Council,farmers,male,11
MEDA,farmers,male,19
MEDA,farmers,male,21
MEDA,farmers,male,18
IITA,others,male,15
MEDA,farmers,male,21
MEDA,farmers,male,21
MEDA,farmers,male,6
MEDA,farmers,male,21
FUAM,farmers,male,5
Kilimo_Joint,farmers,male,8
FUNAAB,farmers,male,16
Kilimo_Joint,farmers,male,23
Kilimo_Joint,farmers,male,15
MEDA,farmers,male,23
OYSCGA,farmers,male,12
FUAM,farmers,male,6
FUAM,NA,male,0
MEDA,farmers,male,23
MEDA,farmers,male,18
MEDA,farmers,male,24
MEDA,farmers,male,21
MEDA,farmers,male,15
Kilimo_Joint,farmers,male,15
JDPM,farmers,male,23
JDPM,NGO_EAs,male,4
Musoma_District_Council,farmers,male,9
MEDA,farmers,male,19
MEDA,farmers,male,18
MEDA,farmers,male,20
TARI,farmers,male,167
TARI,researchers,male,10
CAPAFO,farmers,male,18
CAPAFO,farmers,male,17
FUAM,farmers,male,8
CAPAFO,farmers,male,17
CAPAFO,farmers,male,18
MEDA,farmers,male,21
MEDA,farmers,male,20
OGADEP,farmers,male,12
FUAM,farmers,male,9
FUAM,NA,male,0
OGADEP,farmers,male,14
OGADEP,farmers,male,15
IITA,farmers,male,10
IITA,government_EAs,male,6
IITA,private_EAs,male,2
IITA,researchers,male,1
FUAM,farmers,male,9
CIA_GED,farmers,male,8
Kilimo_Joint,farmers,male,13
Kilimo_Joint,farmers,male,15
Kilimo_Joint,farmers,male,6
MEDA,farmers,male,17
MEDA,farmers,male,20
MEDA,farmers,male,18
TYEGD,farmers,male,17
MEDA,farmers,male,14
MEDA,farmers,male,18
MEDA,farmers,male,20
MEDA,farmers,male,30
MEDA,farmers,male,25
Kilimo_Joint,farmers,male,24
MEDA,farmers,male,21
MEDA,farmers,male,25
MEDA,farmers,male,18
Musoma_District_Council,farmers,male,23
TYEGD,farmers,male,18
Musoma_District_Council,farmers,male,17
Musoma_District_Council,farmers,male,12
Musoma_District_Council,farmers,male,10
Musoma_District_Council,farmers,male,16
Musoma_District_Council,farmers,male,13
Musoma_District_Council,farmers,male,18
Musoma_District_Council,farmers,male,11
OYSCGA,farmers,male,0
Musoma_District_Council,farmers,male,14
MEDA,farmers,male,19
TYEGD,farmers,male,21
TYEGD,farmers,male,14
MEDA,farmers,male,22
MEDA,farmers,male,25
MEDA,farmers,male,21
MEDA,farmers,male,24
Nachingwea_District_Council,farmers,male,40
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,28
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,51
Nachingwea_District_Council,government_EAs,male,0
MEDA,farmers,male,27
MEDA,farmers,male,24
OYSCGA,farmers,male,22
TYEGD,farmers,male,17
MEDA,farmers,male,33
MEDA,farmers,male,22
MEDA,farmers,male,35
MEDA,farmers,male,34
Musoma_District_Council,farmers,male,12
Kilimo_Joint,farmers,male,14
TYEGD,farmers,male,18
MEDA,farmers,male,25
MEDA,farmers,male,15
MEDA,farmers,male,13
MEDA,farmers,male,23
MEDA,farmers,male,23
MEDA,farmers,male,21
MEDA,farmers,male,17
Newala_District_Council,farmers,male,25
Kilimo_Joint,farmers,male,20
Kilimo_Joint,farmers,male,26
Mtama_District_Council,farmers,male,20
Mtama_District_Council,government_EAs,male,1
MEDA,farmers,male,9
MEDA,farmers,male,10
MEDA,farmers,male,11
MEDA,farmers,male,20
MEDA,farmers,male,14
MEDA,farmers,male,14
MEDA,farmers,male,22
MEDA,farmers,male,25
MEDA,farmers,male,24
MEDA,farmers,male,19
MEDA,farmers,male,21
MEDA,farmers,male,20
MEDA,farmers,male,24
TYEGD,farmers,male,19
MEDA,farmers,male,19
MEDA,farmers,male,21
MEDA,farmers,male,9
MEDA,farmers,male,14
MEDA,farmers,male,10
MEDA,farmers,male,16
TYEGD,farmers,male,18
TYEGD,farmers,male,22
TYEGD,farmers,male,21
MEDA,farmers,male,4
Mtama_District_Council,farmers,male,2
Mtama_District_Council,government_EAs,male,1
Musoma_District_Council,farmers,male,16
Musoma_District_Council,farmers,male,27
Musoma_District_Council,farmers,male,8
Musoma_District_Council,farmers,male,14
Musoma_District_Council,farmers,male,12
Bagamoyo_District_Council,farmers,male,9
Musoma_District_Council,farmers,male,22
Musoma_District_Council,government_staff,male,1
Musoma_District_Council,farmers,male,19
Musoma_District_Council,farmers,male,16
Musoma_District_Council,government_staff,male,1
MEDA,farmers,male,25
MEDA,farmers,male,29
MEDA,farmers,male,27
MEDA,farmers,male,27
MEDA,farmers,male,29
MEDA,farmers,male,27
MEDA,farmers,male,28
MEDA,farmers,male,29
FUAM,farmers,male,14
MEDA,farmers,male,28
MEDA,farmers,male,36
CAPAFO,farmers,male,15
MEDA,farmers,male,29
MEDA,farmers,male,30
Newala_District_Council,farmers,male,20
MEDA,farmers,male,18
MEDA,farmers,male,13
MEDA,farmers,male,8
MEDA,farmers,male,17
MEDA,farmers,male,13
MEDA,farmers,male,26
MEDA,farmers,male,5
MEDA,farmers,male,28
Newala_District_Council,farmers,male,8
Psaltry,private_EAs,male,12
MEDA,farmers,male,12
MEDA,government_EAs,male,1
Gemehaam_Bees_Limited,farmers,male,15
Gemehaam_Bees_Limited,private_EAs,male,1
CAPAFO,farmers,male,18
CAPAFO,farmers,male,20
Mtama_District_Council,farmers,male,8
Mtama_District_Council,government_EAs,male,1
FCI,farmers,male,8
CAPAFO,farmers,male,21
CAPAFO,farmers,male,18
MEDA,farmers,male,15
MEDA,farmers,male,28
MEDA,farmers,male,12
MEDA,farmers,male,19
MEDA,farmers,male,27
CAPAFO,farmers,male,18
Newala_District_Council,farmers,male,19
Kilimo_Joint,farmers,male,16
MEDA,farmers,male,28
Psaltry,farmers,male,20
Psaltry,private_EAs,male,1
FADAMA,farmers,male,9
MEDA,farmers,male,22
Mtama_District_Council,farmers,male,19
Mtama_District_Council,government_EAs,male,1
MEDA,farmers,male,28
Mtama_District_Council,farmers,male,23
Mtama_District_Council,government_EAs,male,1
MEDA,farmers,male,28
MEDA,farmers,male,22
MEDA,farmers,male,6
MEDA,farmers,male,28
TYEGD,farmers,male,12
Mtama_District_Council,farmers,male,23
Mtama_District_Council,government_EAs,male,1
Multifacet_Dynamic_Global_Ventures_Delta,farmers,male,37
MEDA,farmers,male,31
Mtama_District_Council,farmers,male,1
Mtama_District_Council,government_EAs,male,1
FCI,farmers,male,21
MEDA,farmers,male,36
TYEGD,farmers,male,24
TYEGD,farmers,male,16
CAPAFO,farmers,male,17
CAPAFO,farmers,male,7
CAPAFO,farmers,male,8
CAPAFO,farmers,male,8
Nachingwea_District_Council,farmers,male,10
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,17
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,20
Nachingwea_District_Council,government_EAs,male,0
MEDA,farmers,male,25
Nachingwea_District_Council,farmers,male,13
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,22
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,20
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,9
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,14
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,10
Nachingwea_District_Council,government_EAs,male,0
Psaltry,farmers,male,23
Psaltry,farmers,male,25
MEDA,farmers,male,22
MEDA,farmers,male,18
MEDA,farmers,male,25
MEDA,farmers,male,26
MEDA,farmers,male,28
MEDA,farmers,male,25
MEDA,farmers,male,19
CAPAFO,farmers,male,8
CAPAFO,farmers,male,17
CAPAFO,farmers,male,18
Newala_District_Council,farmers,male,10
Nachingwea_District_Council,farmers,male,16
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,21
Nachingwea_District_Council,farmers,male,17
Nachingwea_District_Council,government_EAs,male,0
Psaltry,farmers,male,32
Psaltry,private_EAs,male,1
MEDA,farmers,male,30
Denkosin_Agric_Concept,farmers,male,113
Denkosin_Agric_Concept,farmers,male,45
Nachingwea_District_Council,farmers,male,0
Nachingwea_District_Council,government_EAs,male,0
MEDA,farmers,male,6
MEDA,farmers,male,10
MEDA,farmers,male,27
MEDA,farmers,male,26
MEDA,farmers,male,11
MEDA,farmers,male,8
MEDA,farmers,male,15
Mtwara_District_Council,farmers,male,0
Mtwara_District_Council,farmers,male,16
Mtwara_District_Council,farmers,male,11
Mtwara_District_Council,farmers,male,12
Mtwara_District_Council,farmers,male,10
FCI,farmers,male,17
FCI,government_EAs,male,1
FCI,farmers,male,1
FCI,government_EAs,male,1
FCI,farmers,male,10
FCI,government_EAs,male,1
FCI,farmers,male,4
FCI,government_EAs,male,1
FCI,farmers,male,3
FCI,government_EAs,male,1
FCI,farmers,male,16
FCI,government_EAs,male,1
MEDA,farmers,male,8
MEDA,farmers,male,7
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,60
MEDA,farmers,male,12
MEDA,farmers,male,8
MEDA,farmers,male,18
MEDA,farmers,male,1
MEDA,farmers,male,8
MEDA,farmers,male,23
MEDA,farmers,male,12
MEDA,farmers,male,12
MEDA,farmers,male,8
MEDA,farmers,male,9
MEDA,farmers,male,26
MEDA,farmers,male,24
Psaltry,farmers,male,33
Psaltry,private_EAs,male,2
Psaltry,farmers,male,28
Psaltry,private_EAs,male,2
Perfect_Impact,farmers,male,31
Kilimo_Joint,farmers,male,15
Nachingwea_District_Council,farmers,male,7
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,20
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,45
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,14
Nachingwea_District_Council,government_EAs,male,0
Nachingwea_District_Council,farmers,male,60
Nachingwea_District_Council,government_EAs,male,0
Psaltry,farmers,male,72
MEDA,farmers,male,20
MEDA,farmers,male,22
MEDA,farmers,male,19
MEDA,farmers,male,20
MEDA,farmers,male,21
MEDA,farmers,male,20
MEDA,farmers,male,23
MEDA,farmers,male,24
MEDA,farmers,male,21
Chalinze_District_Council,farmers,male,15
Chalinze_District_Council,farmers,male,12
MEDA,farmers,male,25
MEDA,farmers,male,24
MEDA,farmers,male,25
MEDA,farmers,male,21
MEDA,farmers,male,21
MEDA,farmers,male,29
MEDA,farmers,male,19
MEDA,farmers,male,17
MEDA,farmers,male,24
MEDA,farmers,male,26
Newala_District_Council,farmers,male,19
MEDA,farmers,male,24
MEDA,farmers,male,20
MEDA,farmers,male,21
MEDA,farmers,male,20
MEDA,farmers,male,17
MEDA,farmers,male,28
MEDA,farmers,male,27
MEDA,farmers,male,19
MEDA,farmers,male,26
MEDA,farmers,male,25
MEDA,farmers,male,27
MEDA,farmers,male,20
MEDA,farmers,male,16
MEDA,farmers,male,17
MEDA,farmers,male,19
MEDA,farmers,male,21
MEDA,farmers,male,25
MEDA,farmers,male,19
MEDA,farmers,male,25
MEDA,farmers,male,22
MEDA,farmers,male,19
MEDA,farmers,male,25
MEDA,farmers,male,24
MEDA,farmers,male,24
MEDA,farmers,male,25
MEDA,farmers,male,24
MEDA,farmers,male,25
MEDA,farmers,male,28
MEDA,farmers,male,24
MEDA,farmers,male,23
MEDA,farmers,male,24
MEDA,farmers,male,23
MEDA,farmers,male,21
MEDA,farmers,male,21
MEDA,farmers,male,27
Newala_District_Council,farmers,male,25
FCI,farmers,male,4
FCI,farmers,male,32
FCI,farmers,male,0
FCI,government_EAs,male,1
FCI,farmers,male,9
FCI,government_EAs,male,1
FCI,farmers,male,6
FCI,government_EAs,male,1
FCI,farmers,male,3
FCI,government_EAs,male,1
MEDA,farmers,male,12
MEDA,farmers,male,20
MEDA,farmers,male,18
MEDA,farmers,male,17
MEDA,farmers,male,16
MEDA,farmers,male,13
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,20
MEDA,farmers,male,15
MEDA,farmers,male,10
MEDA,farmers,male,14
MEDA,farmers,male,25
MEDA,farmers,male,27
MEDA,farmers,male,28
MEDA,farmers,male,8
MEDA,farmers,male,6
MEDA,farmers,male,6
MEDA,farmers,male,6
MEDA,farmers,male,5
MEDA,farmers,male,4
MEDA,farmers,male,2
MEDA,farmers,male,1
MEDA,farmers,male,1
MEDA,farmers,male,26
MEDA,farmers,male,27
MEDA,farmers,male,18
MEDA,farmers,male,22
MEDA,farmers,male,25
MEDA,farmers,male,24
MEDA,farmers,male,28
MEDA,farmers,male,24
MEDA,farmers,male,23
MEDA,farmers,male,26
MEDA,farmers,male,21
MEDA,farmers,male,22
MEDA,farmers,male,28
MEDA,farmers,male,26
MEDA,farmers,male,27
FCI,farmers,male,23
MEDA,farmers,male,17
TFNC,farmers,male,11
TFNC,government_EAs,male,1
TFNC,farmers,male,11
TFNC,government_EAs,male,1
TFNC,NA,male,1
TFNC,farmers,male,9
TFNC,farmers,male,12
TFNC,government_EAs,male,1
TFNC,farmers,male,13
TFNC,farmers,male,14
TFNC,government_EAs,male,0
TFNC,farmers,male,13
TFNC,government_EAs,male,1
TFNC,farmers,male,14
TFNC,government_EAs,male,1
TFNC,farmers,male,15
TFNC,government_EAs,male,1
TFNC,farmers,male,12
Newala_District_Council,farmers,male,19
FCI,farmers,male,9
FCI,government_EAs,male,1
FCI,farmers,male,10
FCI,government_EAs,male,1
Nachingwea_District_Council,farmers,male,13
Nachingwea_District_Council,government_EAs,male,1
Psaltry,farmers,male,26
Psaltry,private_EAs,male,1
CIA_GED,farmers,male,18
IITA,government_EAs,male,12
IITA,NGO_EAs,male,4
IITA,researchers,male,2
IITA,private_staff,male,3
IITA,NGO_staff,male,1
IITA,government_staff,male,1
Psaltry,farmers,male,22
Psaltry,private_EAs,male,2
CIA_GED,farmers,male,39
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,39
OYSCGA,farmers,male,10
OYSCGA,government_EAs,male,10
OYSCGA,farmers,male,2
OYSCGA,government_EAs,male,2
OYSCGA,NA,male,5
OYSCGA,farmers,male,10
OYSCGA,others,male,5
Multifacet_Dynamic_Global_Ventures_Delta,farmers,male,18
Multifacet_Dynamic_Global_Ventures_Delta,government_EAs,male,4
Psaltry,farmers,male,42
Psaltry,private_EAs,male,1
CIA_GED,farmers,male,27
CIA_GED,farmers,male,19
Psaltry,farmers,male,164
Psaltry,private_EAs,male,4
Psaltry,farmers,male,19
Psaltry,private_EAs,male,1
Psaltry,farmers,male,13
Psaltry,private_EAs,male,3
OYSCGA,farmers,male,14
OYSCGA,farmers,male,15
FCI,farmers,male,34
Nachingwea_District_Council,farmers,male,8
Nachingwea_District_Council,government_EAs,male,1
Nachingwea_District_Council,farmers,male,11
Nachingwea_District_Council,government_EAs,male,1
FCI,farmers,male,5
FCI,government_EAs,male,9
OYSCGA,farmers,male,15
Newala_District_Council,farmers,male,6
ZARI,farmers,male,13
Newala_District_Council,farmers,male,7
Newala_District_Council,farmers,male,7
Newala_District_Council,farmers,male,7
TYEGD,farmers,male,18
Mtama_District_Council,farmers,male,26
Mtama_District_Council,government_EAs,male,0
Mtama_District_Council,government_staff,male,2
MEDA,farmers,male,1
MEDA,farmers,male,0
MEDA,farmers,male,1
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,0
MEDA,farmers,male,14
Kilimo_Joint,farmers,male,7
Kilimo_Joint,farmers,male,6
Kilimo_Joint,farmers,male,19
Kilimo_Joint,farmers,male,4
Kilimo_Joint,farmers,male,6
Kilimo_Joint,farmers,male,11
Kilimo_Joint,farmers,male,7
Kilimo_Joint,farmers,male,2
MEDA,farmers,male,11
MEDA,farmers,male,19
MEDA,farmers,male,21
MEDA,farmers,male,22
MEDA,farmers,male,20
MEDA,farmers,male,17
MEDA,farmers,male,18
MEDA,farmers,male,18
MEDA,farmers,male,14
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,22
SOLADUKE_AGRO_ALLIED_VENTURES,others,male,5
MEDA,farmers,male,21
ZARI,private_EAs,male,29
MEDA,farmers,male,17
MEDA,farmers,male,21
MEDA,farmers,male,18
MEDA,farmers,male,13
MEDA,farmers,male,15
MEDA,farmers,male,14
MEDA,farmers,male,13
MEDA,farmers,male,19
FCI,farmers,male,14
FCI,farmers,male,19
FCI,farmers,male,13
FCI,NA,male,1
FCI,farmers,male,19
FCI,farmers,male,16
MEDA,farmers,male,18
MEDA,farmers,male,15
MEDA,farmers,male,14
FCI,farmers,male,20
FCI,government_EAs,male,0
FCI,others,male,2
MEDA,farmers,male,12
MEDA,farmers,male,17
MEDA,farmers,male,15
MEDA,farmers,male,21
MEDA,farmers,male,2
MEDA,farmers,male,3
MEDA,farmers,male,3
MEDA,farmers,male,8
MEDA,farmers,male,11
MEDA,farmers,male,9
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,41
MEDA,farmers,male,10
MEDA,farmers,male,21
FCI,farmers,male,10
FCI,government_EAs,male,0
FCI,others,male,3
FCI,farmers,male,20
FCI,government_EAs,male,12
FCI,others,male,4
FCI,farmers,male,30
FCI,government_EAs,male,0
FCI,others,male,2
MEDA,farmers,male,24
MEDA,farmers,male,19
MEDA,farmers,male,24
MEDA,farmers,male,25
MEDA,farmers,male,24
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,68
MEDA,farmers,male,23
MEDA,farmers,male,21
MEDA,farmers,male,25
MEDA,farmers,male,23
MEDA,farmers,male,24
MEDA,farmers,male,21
MEDA,farmers,male,22
MEDA,farmers,male,22
MEDA,farmers,male,24
MEDA,farmers,male,20
MEDA,farmers,male,20
MEDA,farmers,male,19
TFNC,farmers,male,10
TFNC,government_EAs,male,2
TFNC,government_staff,male,0
TFNC,farmers,male,10
FCI,farmers,male,15
FCI,farmers,male,15
FCI,farmers,male,16
FCI,farmers,male,15
Chalinze_District_Council,farmers,male,11
